CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	BKID	BKDUR	BKPMIN	LPMM	LPMMV	RPMM	RPMMV	DIAL	DIALV	GSR	GSRV	HR	HRV	HRP	TTL0	TTL1	TTLV	USER
5171	85.16158	10210821699401	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5172	85.17638	10210821847336	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5173	85.19340	10210822017596	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5174	85.20949	10210822178434	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5175	85.22501	10210822333614	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5176	85.24107	10210822494232	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5177	85.26039	10210822687472	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5178	85.27905	10210822874095	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5179	85.28944	10210822978062	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5180	85.30552	10210823138803	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5181	85.32215	10210823305069	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5182	85.33792	10210823462797	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5183	85.35403	10210823623942	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5184	85.37159	10210823799476	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5185	85.38636	10210823947163	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5186	85.40267	10210824110279	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5187	85.41876	10210824271211	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5188	85.43534	10210824437024	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5189	85.45113	10210824594851	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5190	85.46741	10210824757708	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5191	85.48347	10210824918369	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5192	85.50017	10210825085241	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5193	85.51601	10210825243709	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5194	85.53214	10210825404926	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5195	85.55028	10210825586342	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5196	85.56435	10210825727124	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5197	85.58084	10210825892001	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5198	85.59685	10210826052082	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5199	85.61989	10210826282433	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5200	85.62981	10210826381698	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5201	85.65182	10210826601800	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5202	85.66164	10210826699917	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5203	85.67981	10210826881682	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5204	85.69379	10210827021450	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5205	85.71204	10210827204008	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5206	85.72639	10210827347440	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5207	85.74279	10210827511475	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5208	85.76086	10210827692195	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5209	85.77473	10210827830958	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5210	85.79084	10210827991953	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5211	85.80701	10210828153712	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5212	85.82307	10210828314240	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5213	85.83965	10210828480030	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5214	85.85551	10210828638687	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	STOP_TEXT
5215	85.87207	10210828804282	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	
