CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	BKID	BKDUR	BKPMIN	LPMM	LPMMV	RPMM	RPMMV	DIAL	DIALV	GSR	GSRV	HR	HRV	HRP	TTL0	TTL1	TTLV	USER
5136	84.59443	10210816027904	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81389	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5137	84.61012	10210816184814	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81389	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5138	84.62730	10210816356521	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5139	84.64293	10210816512859	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5140	84.65900	10210816673574	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5141	84.67484	10210816832017	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5142	84.69088	10210816992398	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5143	84.71299	10210817213483	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5144	84.72421	10210817325712	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5145	84.74654	10210817548965	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5146	84.75672	10210817650789	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5147	84.77244	10210817807984	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5148	84.79001	10210817983644	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5149	84.80403	10210818123915	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5150	84.82026	10210818286186	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5151	84.83644	10210818447988	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5152	84.85319	10210818615446	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5153	84.86903	10210818773949	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5154	84.88997	10210818983297	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5155	84.90516	10210819135181	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5156	84.92523	10210819335944	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5157	84.93854	10210819468928	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5158	84.95007	10210819584216	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5159	84.96613	10210819744871	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5160	84.98499	10210819933512	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5161	84.99859	10210820069458	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5162	85.01485	10210820232118	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5163	85.03098	10210820393373	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5164	85.04705	10210820554122	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5165	85.06343	10210820717869	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5166	85.07906	10210820874258	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5167	85.09547	10210821038341	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5168	85.11533	10210821236872	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5169	85.12769	10210821360548	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
5170	85.14776	10210821561194	0.00000	0.00000	33.67596	0.06472	11	0	0.00000	0.00000	0	0.00000	0.00000	0	0.00000	0.00000	0	0.38336	0.13145	9.86747	1.00000	0	0.36810	0.13025	6.67403	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	-0.02704	0.09582	0.79604	0.00000	1	0.64219	0.81481	0	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0	0	0	0	0	1	1	0	0
